datahora,satelite,pais,estado,municipio,bioma,diasemchuva,precipitacao,riscofogo,latitude,longitude,frp
2020/09/09 15:35:00,AQUA_M-T,Brasil,PARAIBA,BOA VENTURA,Caatinga,69,0,1,-7.378,-38.174,53.4
2020/09/09 15:35:00,AQUA_M-T,Brasil,CEARA,LIMOEIRO DO NORTE,Caatinga,30,0,1,-5.185,-37.984,61.2
2020/09/09 15:35:00,AQUA_M-T,Brasil,PERNAMBUCO,JABOATAO DOS GUARARAPES,Mata Atlantica,-999,0.2,-999,-8.168,-34.941,16.8
2020/09/09 15:35:00,AQUA_M-T,Brasil,PARAIBA,CAJAZEIRAS,Caatinga,56,0,1,-6.907,-38.507,229.7
2020/09/09 15:35:00,AQUA_M-T,Brasil,PARAIBA,OLHO D'AGUA,Caatinga,53,0,1,-7.334,-37.713,110.1
2020/09/09 15:35:00,AQUA_M-T,Brasil,CEARA,LIMOEIRO DO NORTE,Caatinga,31,0,1,-5.187,-37.976,66
2020/09/09 15:35:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,MARCELINO VIEIRA,Caatinga,50,0,1,-6.269,-38.253,34
2020/09/09 15:35:00,AQUA_M-T,Brasil,RIO GRANDE DO NORTE,ALEXANDRIA,Caatinga,50,0,1,-6.307,-37.966,53.9
2020/09/09 15:35:00,AQUA_M-T,Brasil,PARAIBA,CAJAZEIRAS,Caatinga,56,0,1,-6.891,-38.486,36.1
2020/09/09 15:35:00,AQUA_M-T,Brasil,PARAIBA,OLHO D'AGUA,Caatinga,53,0,1,-7.335,-37.705,58.8
2020/09/09 15:35:00,AQUA_M-T,Brasil,PARAIBA,BOA VENTURA,Caatinga,70,0,1,-7.38,-38.181,44.2
2020/09/09 15:35:00,AQUA_M-T,Brasil,PARAIBA,CAJAZEIRAS,Caatinga,56,0,1,-6.895,-38.516,149.2
2020/09/09 15:35:00,AQUA_M-T,Brasil,PARAIBA,CAJAZEIRAS,Caatinga,56,0,1,-6.91,-38.513,28.6
2020/09/09 15:40:00,AQUA_M-T,Brasil,CEARA,SANTANA DO ACARAU,Caatinga,62,0,1,-3.345,-40.145,131.5
2020/09/09 15:40:00,AQUA_M-T,Brasil,CEARA,CARIDADE,Caatinga,51,0,1,-4.174,-39.144,58.2
2020/09/09 17:10:00,AQUA_M-T,Brasil,SAO PAULO,PAULO DE FARIA,Mata Atlantica,17,0,1,-20.018,-49.457,35.6
2020/09/09 17:10:00,AQUA_M-T,Brasil,SAO PAULO,PAULO DE FARIA,Mata Atlantica,16,0,1,-20.019,-49.467,13.3
2020/09/09 17:10:00,AQUA_M-T,Brasil,SAO PAULO,PAULO DE FARIA,Mata Atlantica,17,0,1,-20.027,-49.455,93.3
2020/09/09 17:10:00,AQUA_M-T,Brasil,SAO PAULO,PAULO DE FARIA,Mata Atlantica,16,0,1,-20.029,-49.466,56.7
2020/09/09 17:10:00,AQUA_M-T,Brasil,SAO PAULO,GUARACI,Mata Atlantica,17,0,1,-20.504,-48.975,18.1
2020/09/09 17:10:00,AQUA_M-T,Brasil,SAO PAULO,BARRETOS,Mata Atlantica,16,0,1,-20.535,-48.854,266.9
2020/09/09 17:10:00,AQUA_M-T,Brasil,SAO PAULO,GUARACI,Mata Atlantica,16,0,1,-20.536,-48.866,102.1
2020/09/09 17:10:00,AQUA_M-T,Brasil,SAO PAULO,GUARACI,Mata Atlantica,16,0,1,-20.544,-48.853,937.2
2020/09/09 17:10:00,AQUA_M-T,Brasil,SAO PAULO,OLIMPIA,Mata Atlantica,16,0,1,-20.546,-48.864,1406.5
2020/09/09 17:10:00,AQUA_M-T,Brasil,SAO PAULO,OLIMPIA,Mata Atlantica,16,0,1,-20.556,-48.862,83.8
2020/09/09 17:10:00,AQUA_M-T,Brasil,SAO PAULO,SAO JOAO DA BOA VISTA,Mata Atlantica,20,0,1,-21.856,-46.784,18.6
2020/09/09 17:10:00,AQUA_M-T,Brasil,SAO PAULO,PIRAJUI,Mata Atlantica,21,0,1,-21.916,-49.279,35.2
2020/09/09 17:10:00,AQUA_M-T,Brasil,SAO PAULO,PIRAJUI,Mata Atlantica,21,0,1,-21.918,-49.289,13.1
2020/09/09 17:10:00,AQUA_M-T,Brasil,SAO PAULO,PIRAJUI,Mata Atlantica,21,0,1,-21.922,-49.256,20.6
2020/09/09 17:10:00,AQUA_M-T,Brasil,SAO PAULO,PIRAJUI,Mata Atlantica,21,0,1,-21.924,-49.267,75.5
2020/09/09 17:10:00,AQUA_M-T,Brasil,SAO PAULO,PIRAJUI,Mata Atlantica,21,0,1,-21.926,-49.277,283.9
2020/09/09 17:10:00,AQUA_M-T,Brasil,SAO PAULO,PIRASSUNUNGA,Mata Atlantica,18,0,1,-22.005,-47.31,16.4
2020/09/09 17:10:00,AQUA_M-T,Brasil,SAO PAULO,JAU,Mata Atlantica,22,0,1,-22.284,-48.511,20.6
2020/09/09 17:10:00,AQUA_M-T,Brasil,MINAS GERAIS,JACUI,Mata Atlantica,18,0,1,-21.032,-46.75,14
2020/09/09 17:10:00,AQUA_M-T,Brasil,MINAS GERAIS,CAMPO DO MEIO,Mata Atlantica,19,0,1,-21.114,-45.833,24.4
2020/09/09 17:10:00,AQUA_M-T,Brasil,MINAS GERAIS,CAMPO DO MEIO,Mata Atlantica,18,0,1,-21.117,-45.85,20.4
2020/09/09 17:10:00,AQUA_M-T,Paraguay,San Pedro,Nueva Germania,,0,0.3,0.3,-23.6,-56.155,74.9
2020/09/09 17:10:00,AQUA_M-T,Paraguay,San Pedro,Nueva Germania,,0,0.3,0.5,-23.602,-56.171,370.7
2020/09/09 17:10:00,AQUA_M-T,Paraguay,Presidente Hayes,Villa Hayes,,19,0.4,1,-24.493,-57.24,29.3
2020/09/09 17:10:00,AQUA_M-T,Paraguay,Presidente Hayes,Villa Hayes,,0,0,1,-25.085,-57.763,37.5
2020/09/09 17:10:00,AQUA_M-T,Paraguay,Presidente Hayes,Villa Hayes,,0,0,1,-25.088,-57.785,203.8
2020/09/09 17:10:00,AQUA_M-T,Brasil,MINAS GERAIS,JACUTINGA,Mata Atlantica,19,0,-999,-22.288,-46.605,70.3
2020/09/09 17:10:00,AQUA_M-T,Brasil,MINAS GERAIS,PIRANGUINHO,Mata Atlantica,18,0,1,-22.303,-45.626,94.1
2020/09/09 17:10:00,AQUA_M-T,Brasil,MINAS GERAIS,PIRANGUINHO,Mata Atlantica,18,0,1,-22.309,-45.619,30.1
2020/09/09 17:10:00,AQUA_M-T,Brasil,MINAS GERAIS,ITINGA,Mata Atlantica,54,0,1,-16.536,-41.78,46.6
2020/09/09 17:10:00,AQUA_M-T,Brasil,MINAS GERAIS,ARAGUARI,Mata Atlantica,107,0,1,-18.795,-48.041,43
2020/09/09 17:10:00,AQUA_M-T,Brasil,MINAS GERAIS,CONSELHEIRO PENA,Mata Atlantica,18,0,1,-19.259,-41.596,118.4
2020/09/09 17:10:00,AQUA_M-T,Brasil,MINAS GERAIS,CONSELHEIRO PENA,Mata Atlantica,18,0,0.9,-19.265,-41.625,31
2020/09/09 17:10:00,AQUA_M-T,Brasil,MINAS GERAIS,CONSELHEIRO PENA,Mata Atlantica,18,0,1,-19.269,-41.6,129.6
2020/09/09 17:10:00,AQUA_M-T,Brasil,MINAS GERAIS,PITANGUI,Mata Atlantica,78,0,-999,-19.692,-44.891,24.5
2020/09/09 17:10:00,AQUA_M-T,Brasil,MINAS GERAIS,BRUMADINHO,Mata Atlantica,18,0,1,-20.101,-44.176,36.2
2020/09/09 17:10:00,AQUA_M-T,Brasil,MINAS GERAIS,BRUMADINHO,Mata Atlantica,19,0,1,-20.105,-44.197,45.1
2020/09/09 17:10:00,AQUA_M-T,Brasil,MINAS GERAIS,MOEDA,Mata Atlantica,20,0,1,-20.334,-43.979,37
2020/09/09 17:10:00,AQUA_M-T,Brasil,MINAS GERAIS,MOEDA,Mata Atlantica,21,0,1,-20.343,-43.982,25.4
2020/09/09 17:10:00,AQUA_M-T,Brasil,MINAS GERAIS,OLIVEIRA,Mata Atlantica,18,0,1,-20.649,-44.857,30.5
2020/09/09 17:10:00,AQUA_M-T,Brasil,MINAS GERAIS,CANDEIAS,Mata Atlantica,18,0,1,-20.799,-45.107,59.6
2020/09/09 17:10:00,AQUA_M-T,Brasil,RIO DE JANEIRO,CAMBUCI,Mata Atlantica,18,0,1,-21.395,-41.877,44.3
2020/09/09 17:10:00,AQUA_M-T,Brasil,PARANA,UNIAO DA VITORIA,Mata Atlantica,19,0,0,-26.039,-51.103,12.4
2020/09/09 17:10:00,AQUA_M-T,Brasil,SANTA CATARINA,PASSOS MAIA,Mata Atlantica,2,0.1,0,-26.679,-51.973,14.3
2020/09/09 17:10:00,AQUA_M-T,Brasil,GOIAS,PARANAIGUARA,Mata Atlantica,67,0,1,-18.75,-50.675,172.5
2020/09/09 17:10:00,AQUA_M-T,Brasil,GOIAS,PARANAIGUARA,Mata Atlantica,66,0,1,-18.752,-50.685,1442.1
2020/09/09 17:10:00,AQUA_M-T,Brasil,GOIAS,PARANAIGUARA,Mata Atlantica,65,0,1,-18.753,-50.695,118.6
2020/09/09 17:10:00,AQUA_M-T,Brasil,GOIAS,PARANAIGUARA,Mata Atlantica,66,0,1,-18.761,-50.683,34.2
2020/09/09 17:10:00,AQUA_M-T,Brasil,GOIAS,PARANAIGUARA,Mata Atlantica,59,0,1,-18.905,-50.667,26.8
2020/09/09 17:10:00,AQUA_M-T,Brasil,GOIAS,PARANAIGUARA,Mata Atlantica,59,0,1,-18.907,-50.677,33.4
2020/09/09 17:10:00,AQUA_M-T,Brasil,GOIAS,PARANAIGUARA,Mata Atlantica,59,0,1,-18.914,-50.665,289.2
2020/09/09 17:10:00,AQUA_M-T,Brasil,GOIAS,SAO SIMAO,Mata Atlantica,59,0,1,-18.916,-50.675,95.1
2020/09/09 17:10:00,AQUA_M-T,Brasil,MINAS GERAIS,CARNEIRINHO,Mata Atlantica,19,0,1,-19.915,-50.894,18.2
2020/09/09 17:10:00,AQUA_M-T,Brasil,MINAS GERAIS,CARNEIRINHO,Mata Atlantica,19,0,1,-19.917,-50.904,89.3
2020/09/09 17:10:00,AQUA_M-T,Brasil,SAO PAULO,NOVA CANAA PAULISTA,Mata Atlantica,16,0,1,-20.337,-50.94,22.8
2020/09/09 17:10:00,AQUA_M-T,Brasil,SAO PAULO,SANTA FE DO SUL,Mata Atlantica,16,0,1,-20.339,-50.959,30.8
2020/09/09 17:10:00,AQUA_M-T,Argentina,Corrientes,Bella Vista,,2,0,0.1,-28.195,-59.024,29.2
2020/09/09 17:10:00,AQUA_M-T,Argentina,Corrientes,Santo Tome,,3,0,0.3,-28.305,-56.395,24.9
2020/09/09 17:10:00,AQUA_M-T,Argentina,Corrientes,Santo Tome,,3,0,0.2,-28.316,-56.401,56.5
2020/09/09 17:10:00,AQUA_M-T,Argentina,Corrientes,Santo Tome,,3,0,0.2,-28.318,-56.394,58
2020/09/09 17:10:00,AQUA_M-T,Argentina,Santa Fe,General Obligado,,2,0,0.4,-28.36,-59.632,33.2
2020/09/09 17:10:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,14,0,0.8,-19.104,-57.243,71.7
2020/09/09 17:10:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,15,0,0.8,-19.116,-57.241,74.6
2020/09/09 17:10:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,AQUIDAUANA,Pantanal,19,0,1,-19.358,-56.041,24.8
2020/09/09 17:10:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,AQUIDAUANA,Pantanal,19,0,1,-19.361,-56.033,17.7
2020/09/09 17:10:00,AQUA_M-T,Paraguay,Amambay,Pedro Juan Caballero,,19,0.8,0.3,-22.835,-56.234,36.4
2020/09/09 17:10:00,AQUA_M-T,Paraguay,Concepcion,Yby Yau,,19,0.6,0.3,-22.837,-56.241,29.8
2020/09/09 17:10:00,AQUA_M-T,Paraguay,Boqueron,Doctor Pedro P. Pena,,5,7.1,0.1,-22.952,-61.979,348.6
2020/09/09 17:10:00,AQUA_M-T,Argentina,Formosa,Bermejo,,6,4.4,0.4,-23.336,-61.83,29.8
2020/09/09 17:10:00,AQUA_M-T,Argentina,Formosa,Bermejo,,6,4.3,0.5,-23.352,-61.836,53.7
2020/09/09 17:10:00,AQUA_M-T,Paraguay,Concepcion,Horqueta,,12,2.5,0.5,-23.423,-56.642,76
2020/09/09 17:10:00,AQUA_M-T,Paraguay,Concepcion,Horqueta,,11,2.3,0.5,-23.427,-56.63,43.9
2020/09/09 17:10:00,AQUA_M-T,Paraguay,Concepcion,Horqueta,,13,2.7,0.5,-23.429,-56.648,40.4
2020/09/09 17:10:00,AQUA_M-T,Paraguay,San Pedro,Nueva Germania,,0,0.3,0.3,-23.589,-56.156,42.1
2020/09/09 17:10:00,AQUA_M-T,Paraguay,San Pedro,Nueva Germania,,0,0.3,1,-23.591,-56.173,73.6
2020/09/09 17:10:00,AQUA_M-T,Brasil,MINAS GERAIS,PARACATU,Cerrado,107,0,1,-17.499,-46.575,70.9
2020/09/09 17:10:00,AQUA_M-T,Brasil,MINAS GERAIS,GUARDA-MOR,Cerrado,107,0,1,-17.8,-47.336,59.7
2020/09/09 17:10:00,AQUA_M-T,Brasil,GOIAS,CAMPO ALEGRE DE GOIAS,Cerrado,76,0,1,-17.801,-47.683,40.9
2020/09/09 17:10:00,AQUA_M-T,Brasil,GOIAS,GOIATUBA,Cerrado,19,0,1,-18.044,-49.553,21.5
2020/09/09 17:10:00,AQUA_M-T,Brasil,GOIAS,GOIATUBA,Cerrado,29,0,1,-18.046,-49.564,62.5
2020/09/09 17:10:00,AQUA_M-T,Brasil,GOIAS,CATALAO,Cerrado,107,0,1,-18.051,-47.87,20.4
2020/09/09 17:10:00,AQUA_M-T,Brasil,GOIAS,PANAMA,Cerrado,82,0,1,-18.123,-49.464,137.7
2020/09/09 17:10:00,AQUA_M-T,Brasil,GOIAS,PANAMA,Cerrado,84,0,1,-18.125,-49.475,384
2020/09/09 17:10:00,AQUA_M-T,Brasil,GOIAS,PANAMA,Cerrado,86,0,1,-18.127,-49.486,94.8
2020/09/09 17:10:00,AQUA_M-T,Brasil,GOIAS,PANAMA,Cerrado,91,0,1,-18.133,-49.463,37.8
2020/09/09 17:10:00,AQUA_M-T,Brasil,GOIAS,ITUMBIARA,Cerrado,89,0,1,-18.499,-49.316,26.5
2020/09/09 17:10:00,AQUA_M-T,Brasil,GOIAS,ITUMBIARA,Cerrado,88,0,1,-18.5,-49.327,52.9
2020/09/09 17:10:00,AQUA_M-T,Brasil,RIO DE JANEIRO,CAMBUCI,Mata Atlantica,18,0,1,-21.404,-41.871,36.6
2020/09/09 17:10:00,AQUA_M-T,Brasil,RIO DE JANEIRO,CAMBUCI,Mata Atlantica,18,0,1,-21.411,-41.904,29.8
2020/09/09 17:10:00,AQUA_M-T,Brasil,MINAS GERAIS,JUIZ DE FORA,Mata Atlantica,18,0,1,-21.659,-43.511,29.8
2020/09/09 17:10:00,AQUA_M-T,Brasil,MINAS GERAIS,JUIZ DE FORA,Mata Atlantica,18,0,1,-21.662,-43.493,40.1
2020/09/09 17:10:00,AQUA_M-T,Brasil,MINAS GERAIS,JUIZ DE FORA,Mata Atlantica,18,0,0.9,-21.666,-43.517,24.3
2020/09/09 17:10:00,AQUA_M-T,Brasil,MINAS GERAIS,AIURUOCA,Mata Atlantica,18,0,0.8,-22.097,-44.554,54.2
2020/09/09 17:10:00,AQUA_M-T,Brasil,RIO DE JANEIRO,RIO DAS FLORES,Mata Atlantica,18,0,1,-22.122,-43.553,34.7
2020/09/09 17:10:00,AQUA_M-T,Brasil,RIO DE JANEIRO,RIO DAS FLORES,Mata Atlantica,18,0,1,-22.127,-43.547,37.6
2020/09/09 17:10:00,AQUA_M-T,Brasil,RIO DE JANEIRO,AREAL,Mata Atlantica,18,0,0.9,-22.309,-43.166,16.2
2020/09/09 17:10:00,AQUA_M-T,Brasil,RIO DE JANEIRO,ARARUAMA,Mata Atlantica,18,0,1,-22.811,-42.264,28
2020/09/09 17:10:00,AQUA_M-T,Brasil,RIO DE JANEIRO,ARARUAMA,Mata Atlantica,18,0,1,-22.812,-42.269,32.9
2020/09/09 17:10:00,AQUA_M-T,Brasil,SAO PAULO,ITUPEVA,Mata Atlantica,19,0,1,-23.096,-47.019,28.3
2020/09/09 17:10:00,AQUA_M-T,Brasil,PARANA,JUNDIAI DO SUL,Mata Atlantica,19,0,1,-23.452,-50.23,15.7
2020/09/09 17:10:00,AQUA_M-T,Brasil,SAO PAULO,MAIRINQUE,Mata Atlantica,19,0,1,-23.495,-47.197,13
2020/09/09 17:10:00,AQUA_M-T,Brasil,PARANA,APUCARANA,Mata Atlantica,19,0,1,-23.549,-51.483,48.8
2020/09/09 17:10:00,AQUA_M-T,Brasil,PARANA,APUCARANA,Mata Atlantica,19,0,1,-23.55,-51.492,15.2
2020/09/09 17:10:00,AQUA_M-T,Brasil,SAO PAULO,MAIRINQUE,Mata Atlantica,19,0,1,-23.603,-47.236,13.7
2020/09/09 17:10:00,AQUA_M-T,Brasil,SAO PAULO,MOGI DAS CRUZES,Mata Atlantica,19,0,0.3,-23.701,-46.23,22.6
2020/09/09 17:10:00,AQUA_M-T,Brasil,PARANA,TAMARANA,Mata Atlantica,19,0,1,-23.768,-50.956,11.6
2020/09/09 17:10:00,AQUA_M-T,Brasil,PARANA,TAMARANA,Mata Atlantica,19,0,1,-23.77,-50.966,8.7
2020/09/09 17:10:00,AQUA_M-T,Brasil,SAO PAULO,RIBEIRA,Mata Atlantica,19,0.5,0.1,-24.584,-49.07,6.6
2020/09/09 17:10:00,AQUA_M-T,Brasil,PARANA,DOUTOR ULYSSES,Mata Atlantica,19,0,0.2,-24.631,-49.378,4.6
2020/09/09 17:10:00,AQUA_M-T,Brasil,PARANA,DOUTOR ULYSSES,Mata Atlantica,19,0,0.2,-24.719,-49.281,7.1
2020/09/09 17:10:00,AQUA_M-T,Brasil,PARANA,CAMPO LARGO,Mata Atlantica,18,1.3,0.1,-25.343,-49.701,10.7
2020/09/09 17:10:00,AQUA_M-T,Brasil,PARANA,CANDOI,Mata Atlantica,6,0,0.2,-25.523,-52.022,15
2020/09/09 17:10:00,AQUA_M-T,Brasil,PARANA,LAPA,Mata Atlantica,19,0,0.1,-25.818,-49.994,7
2020/09/09 17:10:00,AQUA_M-T,Brasil,GOIAS,ITUMBIARA,Cerrado,88,0,1,-18.502,-49.339,59.4
2020/09/09 17:10:00,AQUA_M-T,Brasil,MINAS GERAIS,UBERLANDIA,Cerrado,64,0,1,-18.96,-48.164,15.9
2020/09/09 17:10:00,AQUA_M-T,Brasil,MINAS GERAIS,UBERLANDIA,Cerrado,67,0,1,-18.969,-48.169,42.5
2020/09/09 17:10:00,AQUA_M-T,Brasil,MINAS GERAIS,UBERLANDIA,Cerrado,90,0,1,-18.987,-48.217,25.4
2020/09/09 17:10:00,AQUA_M-T,Brasil,MINAS GERAIS,UBERLANDIA,Cerrado,97,0,1,-18.989,-48.23,26.3
2020/09/09 17:10:00,AQUA_M-T,Brasil,MINAS GERAIS,IRAI DE MINAS,Cerrado,61,0,1,-19.066,-47.388,22.6
2020/09/09 17:10:00,AQUA_M-T,Brasil,MINAS GERAIS,PERDIZES,Cerrado,41,0,1,-19.247,-47.034,27.6
2020/09/09 17:10:00,AQUA_M-T,Brasil,MINAS GERAIS,PERDIZES,Cerrado,41,0,1,-19.248,-47.039,19.4
2020/09/09 17:10:00,AQUA_M-T,Brasil,MINAS GERAIS,SERRA DO SALITRE,Cerrado,104,0,1,-19.297,-46.519,27.5
2020/09/09 17:10:00,AQUA_M-T,Brasil,MINAS GERAIS,RIO PARANAIBA,Cerrado,42,0,1,-19.309,-46.203,23.1
2020/09/09 17:10:00,AQUA_M-T,Brasil,MINAS GERAIS,DELFINOPOLIS,Cerrado,28,0,1,-20.464,-46.536,35.8
2020/09/09 17:10:00,AQUA_M-T,Brasil,SAO PAULO,GUAIRA,Cerrado,51,0,1,-20.471,-48.391,143.7
2020/09/09 17:10:00,AQUA_M-T,Brasil,SAO PAULO,GUAIRA,Cerrado,44,0,1,-20.473,-48.403,145
2020/09/09 17:10:00,AQUA_M-T,Brasil,SAO PAULO,GUAIRA,Cerrado,45,0,1,-20.483,-48.401,24.3
2020/09/09 17:10:00,AQUA_M-T,Brasil,SAO PAULO,GUAIRA,Cerrado,38,0,1,-20.485,-48.413,22.7
2020/09/09 17:10:00,AQUA_M-T,Brasil,MINAS GERAIS,PIUMHI,Cerrado,64,0,1,-20.502,-45.95,16.6
2020/09/09 17:10:00,AQUA_M-T,Brasil,SAO PAULO,FRANCA,Cerrado,18,0,1,-20.504,-47.359,37.2
2020/09/09 17:10:00,AQUA_M-T,Brasil,MINAS GERAIS,CAPETINGA,Cerrado,18,0,1,-20.553,-47.114,15.2
2020/09/09 17:10:00,AQUA_M-T,Brasil,SAO PAULO,SAO JOAQUIM DA BARRA,Cerrado,74,0,1,-20.553,-47.884,65.2
2020/09/09 17:10:00,AQUA_M-T,Brasil,SAO PAULO,SAO JOAQUIM DA BARRA,Cerrado,88,0,1,-20.565,-48.087,40.6
2020/09/09 17:10:00,AQUA_M-T,Brasil,SAO PAULO,MORRO AGUDO,Cerrado,88,0,1,-20.567,-48.1,27
2020/09/09 17:10:00,AQUA_M-T,Brasil,MINAS GERAIS,SAO JOSE DA BARRA,Cerrado,18,0,1,-20.681,-46.316,41.8
2020/09/09 17:10:00,AQUA_M-T,Brasil,MINAS GERAIS,SAO JOSE DA BARRA,Cerrado,18,0,1,-20.695,-46.329,57.6
2020/09/09 17:10:00,AQUA_M-T,Brasil,MINAS GERAIS,SAO JOSE DA BARRA,Cerrado,18,0,1,-20.695,-46.338,90
2020/09/09 17:10:00,AQUA_M-T,Brasil,MINAS GERAIS,SAO JOSE DA BARRA,Cerrado,18,0,1,-20.704,-46.32,60.4
2020/09/09 17:10:00,AQUA_M-T,Brasil,MINAS GERAIS,SAO JOSE DA BARRA,Cerrado,18,0,1,-20.707,-46.336,72.1
2020/09/09 17:10:00,AQUA_M-T,Brasil,MINAS GERAIS,SAO JOSE DA BARRA,Cerrado,18,0,1,-20.724,-46.3,48.5
2020/09/09 17:10:00,AQUA_M-T,Brasil,MINAS GERAIS,ALPINOPOLIS,Cerrado,18,0,1,-20.735,-46.363,26.8
2020/09/09 17:10:00,AQUA_M-T,Brasil,MINAS GERAIS,ALPINOPOLIS,Cerrado,18,0,1,-20.738,-46.379,30.7
2020/09/09 17:10:00,AQUA_M-T,Brasil,SAO PAULO,SALES OLIVEIRA,Cerrado,107,0,1,-20.772,-47.849,17
2020/09/09 17:10:00,AQUA_M-T,Brasil,SAO PAULO,SALES OLIVEIRA,Cerrado,102,0,1,-20.774,-47.862,32.8
2020/09/09 17:10:00,AQUA_M-T,Brasil,SAO PAULO,BATATAIS,Cerrado,23,0,1,-20.883,-47.652,13.6
2020/09/09 17:10:00,AQUA_M-T,Brasil,SAO PAULO,SANTO ANTONIO DA ALEGRIA,Cerrado,20,0,1,-21.063,-47.198,102
2020/09/09 17:10:00,AQUA_M-T,Brasil,SAO PAULO,SANTO ANTONIO DA ALEGRIA,Cerrado,21,0,1,-21.066,-47.212,125
2020/09/09 17:10:00,AQUA_M-T,Brasil,SAO PAULO,CAJURU,Cerrado,23,0,1,-21.197,-47.252,10.2
2020/09/09 17:10:00,AQUA_M-T,Brasil,SAO PAULO,CAJURU,Cerrado,23,0,1,-21.212,-47.276,87.5
2020/09/09 17:10:00,AQUA_M-T,Brasil,SAO PAULO,CAJURU,Cerrado,23,0,1,-21.219,-47.282,17
2020/09/09 17:10:00,AQUA_M-T,Brasil,SAO PAULO,MONTE ALTO,Cerrado,18,0,1,-21.255,-48.538,27.4
2020/09/09 17:10:00,AQUA_M-T,Brasil,SAO PAULO,MONTE ALTO,Cerrado,18,0,1,-21.256,-48.549,13.2
2020/09/09 17:10:00,AQUA_M-T,Brasil,SAO PAULO,SAO SIMAO,Cerrado,62,0,1,-21.473,-47.439,19.2
2020/09/09 17:10:00,AQUA_M-T,Brasil,MINAS GERAIS,IBIA,Cerrado,77,0,1,-19.597,-46.591,108.3
2020/09/09 17:10:00,AQUA_M-T,Brasil,MINAS GERAIS,UBERABA,Cerrado,74,0,1,-19.783,-47.948,24.5
2020/09/09 17:10:00,AQUA_M-T,Brasil,MINAS GERAIS,UBERABA,Cerrado,73,0,1,-19.785,-47.961,32.4
2020/09/09 17:10:00,AQUA_M-T,Brasil,MINAS GERAIS,LAGOA DA PRATA,Cerrado,18,0,-999,-20.01,-45.54,20.9
2020/09/09 17:10:00,AQUA_M-T,Brasil,SAO PAULO,PEDREGULHO,Cerrado,31,0,1,-20.244,-47.49,19
2020/09/09 17:10:00,AQUA_M-T,Brasil,SAO PAULO,PEDREGULHO,Cerrado,32,0,1,-20.248,-47.484,39.9
2020/09/09 17:10:00,AQUA_M-T,Brasil,SAO PAULO,PEDREGULHO,Cerrado,29,0,1,-20.25,-47.497,12.5
2020/09/09 17:10:00,AQUA_M-T,Brasil,SAO PAULO,CRISTAIS PAULISTA,Cerrado,52,0,1,-20.301,-47.346,28.2
2020/09/09 17:10:00,AQUA_M-T,Brasil,SAO PAULO,CRISTAIS PAULISTA,Cerrado,49,0,1,-20.307,-47.353,20.8
2020/09/09 17:10:00,AQUA_M-T,Brasil,SAO PAULO,GUAIRA,Cerrado,49,0,1,-20.451,-48.394,11.1
2020/09/09 17:10:00,AQUA_M-T,Brasil,SAO PAULO,GUAIRA,Cerrado,42,0,1,-20.453,-48.406,89.5
2020/09/09 17:10:00,AQUA_M-T,Brasil,SAO PAULO,GUAIRA,Cerrado,35,0,1,-20.455,-48.418,101.4
2020/09/09 17:10:00,AQUA_M-T,Brasil,MINAS GERAIS,DELFINOPOLIS,Cerrado,25,0,1,-20.461,-46.522,20.6
2020/09/09 17:10:00,AQUA_M-T,Brasil,SAO PAULO,GUAIRA,Cerrado,49,0,1,-20.461,-48.393,97.6
2020/09/09 17:10:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,JARAGUARI,Cerrado,19,0,1,-20.176,-54.48,37.8
2020/09/09 17:10:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CAMPO GRANDE,Cerrado,19,0,1,-20.499,-54.7,12.7
2020/09/09 17:10:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,RIBAS DO RIO PARDO,Cerrado,19,0,1,-21.005,-53.721,13.9
2020/09/09 17:10:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,RIO BRILHANTE,Cerrado,19,0,1,-21.692,-54.737,15.9
2020/09/09 17:10:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,PONTA PORA,Cerrado,18,0.8,0.8,-21.9,-55.618,202.1
2020/09/09 17:10:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,PONTA PORA,Cerrado,18,0.9,0.5,-21.901,-55.632,104.4
2020/09/09 17:10:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,PONTA PORA,Cerrado,18,0.9,0.7,-21.91,-55.616,430.8
2020/09/09 17:10:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,PONTA PORA,Cerrado,18,1,0.5,-21.912,-55.63,408.4
2020/09/09 17:10:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,PONTA PORA,Cerrado,18,1.2,0.5,-21.925,-55.643,63.4
2020/09/09 17:10:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,PONTA PORA,Cerrado,18,1.3,0.4,-21.926,-55.658,43.7
2020/09/09 17:10:00,AQUA_M-T,Brasil,GOIAS,ITUMBIARA,Cerrado,100,0,1,-18.468,-49.31,115.5
